2023-07-13,09:49:22.308373,AX1800,-54,2442000,e8:81:75:18:44:64:
2023-07-13,09:49:22.308373,Cat Tuong,-60,2437000,d4:9a:a0:6d:28:38:
2023-07-13,09:49:22.308373,WUVL-VN3,-81,5200000,74:83:c2:12:9b:d7:
2023-07-13,09:49:22.308373,CTS-5GHZ.,-32,5180000,a4:85:7a:b1:05:8c:
2023-07-13,09:49:22.308373,MERCURY_2.4G_E045,-73,2462000,5c:de:34:7a:e0:45:
2023-07-13,09:49:22.308373,HaleMalie_2G,-68,2437000,b0:b8:67:3b:da:20:
2023-07-13,09:49:22.308373,HoangAnh,-83,2412000,04:18:d6:a9:3d:a3:
2023-07-13,09:49:22.308373,CTS,-45,2412000,a4:83:7a:b1:05:8c:
2023-07-13,09:49:28.612079,FPT TELECOM,-51,2412000,b8:3a:5a:e5:27:82:
2023-07-13,09:49:28.612079,FPT TELECOM,-48,5260000,b8:3a:5a:e5:27:92:
2023-07-13,09:49:28.612079,CTS,-46,2412000,a4:83:7a:b1:05:8c:
2023-07-13,09:49:28.612079,FPT TELECOM,-51,2412000,b8:3a:5a:e5:27:82:
2023-07-13,09:49:28.612079,FPT TELECOM,-48,5260000,b8:3a:5a:e5:27:92:
2023-07-13,09:49:28.612079,CTS,-46,2412000,a4:83:7a:b1:05:8c:
2023-07-13,09:49:28.612079,TuNH18,-69,2412000,86:d4:29:cd:db:c5:
2023-07-13,10:13:11.273200,FPT TELECOM,-53,2412000,b8:3a:5a:e5:27:82:
2023-07-13,10:13:11.273200,FPT TELECOM,-48,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:13:11.273200,CTS,-48,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:13:11.273200,FPT TELECOM,-53,2412000,b8:3a:5a:e5:27:82:
2023-07-13,10:13:11.273200,FPT TELECOM,-48,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:13:11.273200,CTS,-48,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:13:52.865908,FPT TELECOM,-55,2412000,b8:3a:5a:e5:27:82:
2023-07-13,10:13:52.865908,FPT TELECOM,-49,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:13:52.865908,CTS,-50,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:13:52.865908,TuNH18,-67,2412000,86:d4:29:cd:db:c5:
2023-07-13,10:13:52.865908,CTS,-50,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:13:52.865908,FPT TELECOM,-55,2412000,b8:3a:5a:e5:27:82:
2023-07-13,10:13:52.865908,FPT TELECOM,-49,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:15:29.281778,FPT TELECOM,-48,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:15:29.281778,CTS,-49,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:15:29.281778,CTS,-49,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:15:29.281778,FPT TELECOM,-48,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:15:30.250539,FPT TELECOM,-51,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:15:30.250539,FPT TELECOM,-53,2412000,b8:3a:5a:e5:27:82:
2023-07-13,10:15:30.250539,FPT TELECOM,-46,2462000,b8:3a:5a:e5:83:c2:
2023-07-13,10:15:30.250539,CTS-5GHZ.,-34,5180000,a4:85:7a:b1:05:8c:
2023-07-13,10:15:30.250539,CTS,-49,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:15:30.250539,FPT TELECOM,-51,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:15:30.250539,FPT TELECOM,-53,2412000,b8:3a:5a:e5:27:82:
2023-07-13,10:15:30.250539,FPT TELECOM,-46,2462000,b8:3a:5a:e5:83:c2:
2023-07-13,10:15:30.250539,CTS,-49,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:15:30.250539,WUVL-VN3,-79,5200000,74:83:c2:12:9b:d7:
2023-07-13,10:15:30.250539,CTS-5GHZ.,-34,5180000,a4:85:7a:b1:05:8c:
2023-07-13,10:15:30.250539,AX1800,-58,2442000,e8:81:75:18:44:64:
2023-07-13,10:15:30.250539,HaleMalie_2G,-72,2462000,38:17:c3:26:36:e0:
2023-07-13,10:15:30.250539,HaleMalie_2G,-63,2437000,b0:b8:67:3b:da:20:
2023-07-13,10:15:30.250539,Cat Tuong,-61,2437000,d4:9a:a0:6d:28:38:
2023-07-13,10:16:56.644425,FPT TELECOM,-62,2412000,b8:3a:5a:e4:e2:02:
2023-07-13,10:16:56.644425,FPT TELECOM,-49,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:16:56.644425,TuNH18,-67,2412000,86:d4:29:cd:db:c5:
2023-07-13,10:16:56.644425,FPT TELECOM,-62,2412000,b8:3a:5a:e4:e2:02:
2023-07-13,10:16:56.644425,FPT TELECOM,-49,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:18:23.159409,FPT TELECOM,-49,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:18:23.159409,CTS,-48,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:18:23.159409,CTS,-48,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:18:23.159409,FPT TELECOM,-49,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:18:25.726799,FPT TELECOM,-49,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:18:25.726799,FPT TELECOM,-77,5745000,b8:3a:5a:e4:e7:f2:
2023-07-13,10:18:25.726799,FPT TELECOM,-47,2462000,b8:3a:5a:e5:83:c2:
2023-07-13,10:18:25.726799,FPT TELECOM,-53,2412000,b8:3a:5a:e5:27:82:
2023-07-13,10:18:25.726799,CTS-5GHZ.,-29,5180000,a4:85:7a:b1:05:8c:
2023-07-13,10:18:25.726799,CTS,-48,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:18:25.726799,FPT TELECOM,-49,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:18:25.726799,FPT TELECOM,-77,5745000,b8:3a:5a:e4:e7:f2:
2023-07-13,10:18:25.726799,FPT TELECOM,-47,2462000,b8:3a:5a:e5:83:c2:
